store_id,name,address,lat,lng
d8d1bfa2,캑티 가챠샵 홍대점,서울특별시 마포구 어울마당로 62,37.5506007838824,126.921429397327
b21df1c4,뽀꼬팡,서울특별시 동대문구 답십리로1길 10 102동,37.5787102087738,127.043640879736
f8b1a032,캑티 가챠샵 수유점,서울특별시 강북구 한천로139길 42,37.6388575866282,127.024948947089
f670472c,퍼니랜드 영등포점,서울특별시 영등포구 영신로19길 10,37.5143779628696,126.906730231719
98c2a8de,캑티 가챠샵 건대점,서울특별시 광진구 아차산로 219,37.5411260816338,127.067932095125
974d372b,캑티 가챠샵 천호점,서울특별시 강동구 천호대로157길 11,37.5384039171409,127.126800749075
d793c3b4,인형뽀끼,경상남도 사천시 벌리로 56,34.9381446101493,128.08573423615
8b9df818,캑티 가챠샵 잠실새내점,서울특별시 송파구 백제고분로7길 24,37.5104730760303,127.081490412315
cce1babf,뽑get몬,경기도 남양주시 덕송2로6번길 28-21,37.6656622343056,127.117426396482
10ffc894,캑티 가챠샵 은계점,경기도 시흥시 은행동 646-5,37.4373732292709,126.80219456803
b76d0ed3,캑티 가챠샵 화정점,경기도 고양시 덕양구 화신로272번길 58,37.6336579503165,126.832104914896
aeee0463,우와 뽑기방,"인천광역시 연수구 벚꽃로 114",37.4170471527261,126.678118508494
19745736,캑티 가챠샵 미사점,경기도 하남시 미사강변동로 95,37.5637312032917,127.191741670397
3b2d2628,캑티 가챠샵 서현점,경기도 성남시 분당구 서현로210번길 17,37.385511463925,127.124611601822
7e678808,드림월드 중동점,경기도 부천시 원미구 소향로 248,37.500289159035,126.775558455469
1a798e65,소풍뽑챠,인천광역시 남동구 소래역로18번길 15,37.3994435032393,126.737051880772
a7da6fca,뽑아가브러,광주광역시 광산구 임방울대로826번길 19-25,35.216762224305,126.850203763889
2c709b29,뽑스,강원특별자치도 원주시 능라동길 72,37.3335238080493,127.929726800152
92ca85bf,으라차챠 한옥마을점,전북특별자치도 전주시 완산구 태조로 18,35.8149047544287,127.152728090531
75fb53dc,가챠샵 포항점,경상북도 포항시 북구 중앙상가길 28-2,36.0376839724575,129.363727615112
ed6e4332,뽀바뽀바뽑기방,전북특별자치도 군산시 대명동 403,35.97997061992,126.722894950133
244f6898,으라차챠 충장로점,광주광역시 동구 중앙로160번길 15-2,35.1473167642597,126.914940112611
0a59ed9d,캐칭덕 화명점,부산광역시 북구 화명신도시로 130,35.2355023583832,129.01131443216
55187ff4,동네오락실 뽑기방 내포점,충청남도 홍성군 홍북읍 청사로174번길 9,36.660034502204,126.679131123515
168ac86a,탱크오락실,충청북도 청주시 상당구 중고개로141번길 13-16,36.6157215750452,127.516391860137
e816ea6d,지구오락실,서울 서대문구 가재울미래로 2 DMC파크뷰자이2단지221동,37.5744019902031,126.917907814167
f9512b78,캐칭덕 강서구청점,서울특별시 강서구 화곡동 1105,37.5530012444546,126.850325020725
6b29c01d,캐칭덕 상봉,서울 중랑구 상봉동 500,37.598101220303,127.090513674158
e408ac62,프리미엄와와가차샵,서울 중랑구 상봉동 101,37.5964859182157,127.087534644306
